plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Basic,Monthly,No,No,0,26,45.55,146.2,1,22.6,0,0.73,1
Standard,Annual,Yes,No,1,17,200.57,216.1,1,20.6,0,0.52,0
Standard,Monthly,Yes,No,0,15,141.22,118.2,1,20.5,0,1.07,0
Standard,Monthly,Yes,No,1,20,146.66,116.1,0,22.2,0,0.49,0
Basic,Monthly,Yes,No,0,17,107.93,50.0,0,7.2,0,1.22,0
Standard,Monthly,Yes,No,2,14,82.87,179.8,0,7.5,0,1.1,1
Standard,Monthly,Yes,No,0,19,193.99,107.7,0,9.7,0,0.74,0
Basic,Annual,No,No,1,28,260.42,112.9,1,4.7,0,1.85,0
Basic,Annual,Yes,No,1,32,86.23,165.1,1,10.5,0,1.61,0
Basic,Monthly,No,No,2,18,211.4,161.1,2,10.7,1,0.92,1
Standard,Annual,Yes,No,1,23,85.98,128.2,1,22.1,0,2.19,0
Basic,Monthly,Yes,No,1,8,89.79,132.1,3,21.9,0,2.06,1
Pro,Annual,Yes,No,1,32,94.32,162.6,0,8.3,0,1.69,0
Basic,Monthly,Yes,No,1,5,150.08,127.8,0,26.7,1,0.86,1
Standard,Annual,No,No,2,19,196.97,184.1,0,31.5,0,1.06,0
Basic,Monthly,Yes,No,3,10,93.89,76.9,0,18.3,0,1.22,0
Standard,Monthly,No,No,0,24,3.13,196.2,2,19.9,0,2.21,1
Standard,Annual,Yes,No,3,10,113.93,104.8,1,6.7,0,2.19,0
Basic,Monthly,Yes,Yes,0,32,195.82,123.6,0,24.9,1,0.24,0
Standard,Monthly,No,No,0,13,103.25,133.9,1,21.7,1,0.18,1
Standard,Monthly,Yes,No,1,11,134.57,152.9,0,17.5,0,2.92,0
Pro,Monthly,No,No,1,14,116.69,162.4,2,3.6,0,0.85,0
Basic,Monthly,Yes,No,0,23,174.49,75.9,2,5.8,0,0.81,0
Basic,Monthly,No,No,2,9,134.11,149.5,3,6.4,0,3.19,1
Pro,Monthly,No,No,0,24,46.56,148.6,0,7.0,0,0.98,0
Basic,Monthly,Yes,No,1,46,163.62,127.8,0,17.2,0,1.42,0
Basic,Annual,Yes,No,0,22,125.99,189.8,0,11.1,0,0.25,0
Basic,Monthly,Yes,Yes,0,25,216.42,105.7,0,18.9,0,0.41,0
Pro,Annual,Yes,No,2,20,145.79,153.1,0,12.1,0,0.64,0
Standard,Monthly,Yes,No,3,8,111.19,143.1,1,17.8,0,1.36,0
Standard,Annual,Yes,No,3,29,140.13,90.7,1,10.2,0,0.6,0
Basic,Monthly,Yes,No,2,22,94.6,93.8,2,25.6,0,1.22,0
Basic,Annual,No,Yes,2,27,133.38,171.2,1,11.9,0,2.04,1
Standard,Monthly,Yes,No,2,17,128.49,121.2,0,20.4,0,3.21,0
Basic,Monthly,Yes,No,0,38,138.13,217.1,1,22.3,1,0.66,0
Standard,Monthly,No,No,1,15,87.82,158.6,1,25.3,0,0.59,1
Standard,Monthly,No,No,0,58,157.99,95.0,4,2.6,2,0.78,1
Standard,Annual,Yes,No,2,60,97.7,152.9,0,13.3,0,0.65,0
Basic,Monthly,Yes,No,0,53,116.04,146.7,0,14.7,0,1.15,0
Basic,Monthly,No,No,0,13,142.73,108.2,1,4.5,1,1.23,1
Basic,Monthly,Yes,No,0,11,173.84,156.6,0,21.9,0,1.85,0
Pro,Monthly,No,No,1,37,203.35,150.1,1,4.6,1,2.07,0
Standard,Annual,No,No,3,35,104.4,137.5,1,9.1,0,1.06,0
Standard,Monthly,Yes,No,2,11,12.96,50.0,0,25.7,0,2.91,1
Standard,Annual,Yes,Yes,0,28,88.17,103.9,4,26.9,0,1.16,0
Basic,Monthly,No,Yes,1,47,35.89,147.9,0,14.2,1,0.24,1
Standard,Monthly,Yes,Yes,0,18,159.77,100.0,1,12.5,0,1.08,0
Basic,Monthly,Yes,Yes,0,18,167.92,99.0,1,33.3,0,1.45,0
Basic,Monthly,Yes,No,1,11,168.27,163.9,0,13.3,0,1.75,0
Standard,Monthly,No,No,3,27,94.87,188.6,2,25.9,1,0.72,1
Basic,Monthly,Yes,No,0,11,69.37,190.6,1,3.2,1,1.29,1
Pro,Monthly,Yes,No,0,24,105.87,137.8,1,9.7,0,1.01,0
Pro,Monthly,Yes,Yes,2,6,78.36,133.8,0,23.9,0,1.4,0
Basic,Monthly,No,No,1,28,135.32,144.6,0,8.7,2,0.54,1
Standard,Monthly,Yes,No,0,37,187.04,182.9,1,17.7,0,0.41,0
Basic,Annual,Yes,No,2,12,154.05,181.2,1,1.7,2,0.62,1
Standard,Monthly,No,Yes,2,8,144.42,148.5,2,5.0,0,0.4,1
Standard,Monthly,Yes,No,1,23,163.73,106.3,0,19.1,0,0.85,0
Basic,Monthly,No,No,1,27,194.99,132.5,0,6.2,1,0.9,0
Basic,Monthly,Yes,No,1,21,114.61,183.1,0,17.6,0,2.02,0
Basic,Monthly,Yes,No,1,12,190.99,186.4,1,28.4,0,0.7,0
Standard,Monthly,Yes,Yes,1,33,157.07,102.9,2,10.8,0,0.9,0
Standard,Monthly,Yes,No,2,13,155.89,132.2,1,25.8,0,3.09,0
Basic,Monthly,Yes,Yes,2,8,145.17,140.1,2,3.7,0,0.42,1
Pro,Monthly,Yes,No,1,7,159.17,180.5,1,22.8,0,2.24,0
Standard,Monthly,Yes,No,1,47,157.93,167.2,1,2.3,0,1.05,0
Pro,Monthly,Yes,No,1,17,199.86,111.4,3,13.4,0,1.88,0
Standard,Monthly,Yes,No,0,34,69.69,97.1,0,7.8,0,1.88,0
Pro,Annual,Yes,No,2,18,139.67,104.9,1,23.2,0,1.65,0
Pro,Monthly,No,No,3,14,115.59,129.4,0,0.1,0,1.16,0
Basic,Monthly,Yes,No,1,7,90.67,173.4,0,28.7,0,0.19,0
Standard,Annual,Yes,No,0,18,63.78,148.3,0,9.2,0,0.29,1
Basic,Monthly,Yes,No,2,42,153.2,171.5,0,8.4,0,0.59,0
Basic,Annual,No,No,3,19,51.44,162.5,0,21.8,0,3.16,1
Standard,Monthly,No,No,1,17,89.78,101.1,0,34.8,1,2.87,0
Standard,Monthly,No,No,0,15,116.48,150.8,0,6.4,0,2.68,1
Basic,Monthly,Yes,Yes,1,25,185.95,182.8,2,9.9,0,0.08,0
Standard,Monthly,Yes,No,0,21,117.47,199.9,0,29.6,0,1.57,1
Standard,Monthly,No,No,0,32,130.2,224.5,1,16.3,1,1.06,1
Basic,Annual,No,No,0,9,153.62,154.4,1,7.6,0,1.07,0
Basic,Monthly,No,No,0,16,97.64,85.1,1,23.2,0,0.62,1
Pro,Monthly,No,No,3,16,184.73,187.2,0,6.0,0,1.28,0
Standard,Monthly,Yes,No,0,35,155.17,90.5,0,18.0,2,1.29,0
Pro,Monthly,Yes,Yes,1,21,62.27,107.7,0,7.2,1,1.47,0
Basic,Annual,Yes,Yes,1,23,59.43,107.5,0,29.2,0,2.26,0
Basic,Annual,No,No,2,26,237.14,179.2,0,7.9,0,0.32,0
Pro,Annual,Yes,Yes,1,20,118.21,169.5,0,29.6,0,1.28,0
Standard,Annual,Yes,No,2,22,1.0,196.1,2,7.1,0,0.57,1
Pro,Monthly,Yes,No,2,15,136.82,132.6,1,11.9,0,0.2,0
Standard,Monthly,Yes,No,4,26,186.97,161.4,2,20.7,0,1.46,0
Basic,Annual,Yes,No,1,18,101.47,79.8,0,10.0,0,1.9,0
Standard,Monthly,Yes,No,0,14,143.87,119.4,0,20.3,0,1.08,0
Basic,Annual,Yes,No,3,7,73.06,131.3,0,17.4,0,2.07,1
Standard,Monthly,Yes,No,0,19,67.74,139.9,0,20.8,0,1.3,1
Basic,Monthly,Yes,No,0,16,135.26,69.8,4,15.2,0,1.32,0
Basic,Monthly,Yes,No,1,29,195.75,168.8,1,9.1,2,1.83,0
Basic,Monthly,No,No,0,12,268.73,114.8,0,18.1,0,0.88,0
Pro,Monthly,Yes,No,2,15,161.49,193.1,0,15.5,1,0.67,0
Pro,Monthly,No,No,0,27,151.98,50.0,1,5.6,0,1.03,0
Standard,Annual,Yes,No,3,29,103.59,160.7,0,13.7,1,0.73,0
Standard,Annual,Yes,No,3,13,188.48,89.9,0,11.9,1,1.43,0
Basic,Monthly,Yes,No,0,22,125.27,97.8,0,8.1,0,3.89,0
Pro,Monthly,Yes,Yes,3,23,130.02,176.8,0,17.7,1,0.13,0
Basic,Monthly,No,Yes,1,5,168.55,113.1,2,7.9,0,0.8,1
Pro,Monthly,No,Yes,3,15,87.13,101.6,0,3.5,0,0.47,0
Basic,Monthly,Yes,No,4,29,162.11,151.8,0,3.2,0,0.65,0
Basic,Monthly,Yes,No,1,14,207.44,60.9,0,41.5,0,2.41,0
Standard,Annual,Yes,No,2,34,76.21,132.4,1,36.0,0,1.0,0
Basic,Annual,Yes,Yes,0,11,48.55,166.4,1,12.8,0,0.73,1
Pro,Monthly,Yes,No,0,19,215.78,120.2,0,10.7,1,0.18,0
Basic,Monthly,No,Yes,1,10,113.02,143.7,0,21.1,0,3.54,1
Basic,Annual,Yes,No,1,47,204.67,97.9,0,14.2,0,1.55,0
Standard,Annual,No,Yes,2,21,168.52,139.2,0,31.6,0,1.03,0
Basic,Monthly,Yes,Yes,1,24,132.37,144.3,1,16.7,0,0.28,0
Basic,Monthly,Yes,Yes,1,12,127.56,140.1,0,3.5,0,2.85,1
Basic,Monthly,No,No,0,20,178.36,162.8,0,31.5,0,1.65,0
Basic,Monthly,No,No,2,49,142.53,143.0,1,16.1,0,1.16,0
Basic,Monthly,Yes,No,1,41,144.45,151.5,1,22.6,1,1.76,0
Standard,Annual,Yes,Yes,1,24,113.65,154.7,1,13.3,0,1.17,0
Basic,Monthly,Yes,No,2,10,153.99,130.0,1,23.2,0,0.88,0
Basic,Monthly,Yes,No,0,31,121.77,123.2,1,15.4,0,2.14,0
Basic,Monthly,Yes,No,0,9,152.43,148.9,2,12.1,0,2.82,1
Basic,Monthly,Yes,Yes,1,31,235.55,83.2,0,24.1,0,3.48,0
Standard,Annual,Yes,No,4,27,65.96,250.6,0,20.8,0,0.48,0
Basic,Monthly,No,No,1,13,79.78,155.3,0,17.5,0,8.19,1
Standard,Monthly,No,No,1,22,174.64,182.9,1,15.3,0,0.97,0
Basic,Monthly,No,No,0,19,46.81,91.9,2,20.1,0,3.35,1
Standard,Monthly,Yes,Yes,0,27,120.81,128.2,0,11.4,0,0.85,0
Standard,Monthly,Yes,Yes,1,14,154.25,184.0,0,12.0,0,0.41,0
Standard,Annual,Yes,No,2,39,125.71,162.9,2,46.5,1,0.66,0
Standard,Annual,Yes,No,2,34,110.09,186.4,1,8.9,0,2.48,0
Standard,Monthly,Yes,No,0,23,183.34,183.3,0,34.0,0,0.18,0
Basic,Monthly,Yes,No,1,28,205.1,105.8,1,20.5,2,0.57,0
Basic,Annual,Yes,Yes,2,36,144.31,154.5,1,23.0,0,2.08,0
Standard,Monthly,Yes,Yes,0,9,123.38,134.6,1,15.5,0,1.56,1
Standard,Monthly,No,No,1,15,127.35,96.3,0,18.6,0,0.48,0
Basic,Monthly,Yes,Yes,3,4,135.36,156.6,1,14.0,0,1.81,1
Standard,Monthly,Yes,No,0,6,74.81,117.2,0,11.0,1,0.85,1
Standard,Monthly,Yes,No,1,22,149.14,120.2,3,1.6,0,0.74,0
Pro,Annual,No,No,0,27,105.1,165.1,1,13.2,0,0.9,0
Standard,Monthly,Yes,No,0,17,171.5,114.3,1,14.0,0,1.03,0
Basic,Monthly,Yes,Yes,0,32,101.34,105.8,1,14.5,0,1.22,0
Standard,Monthly,No,No,2,42,114.11,111.7,3,41.9,0,0.4,0
Standard,Monthly,No,Yes,3,13,140.08,50.0,2,4.9,1,1.61,0
Pro,Annual,No,No,1,16,185.5,170.0,2,15.1,0,0.3,0
Standard,Monthly,No,No,0,31,194.04,68.9,0,9.1,0,2.55,0
Basic,Monthly,Yes,Yes,3,47,76.19,150.7,0,16.9,1,1.76,0
Basic,Monthly,No,Yes,1,9,204.35,161.8,0,25.3,0,0.69,0
Basic,Monthly,Yes,No,3,25,165.27,128.6,0,14.0,1,2.04,0
Pro,Monthly,No,No,1,22,158.72,177.1,0,8.1,0,1.66,0
Standard,Monthly,Yes,Yes,3,31,114.93,107.2,0,17.2,1,0.86,0
Standard,Monthly,No,No,1,18,114.11,110.5,0,26.2,2,3.87,1
Standard,Monthly,Yes,No,1,13,117.37,77.3,2,7.8,2,1.28,1
Standard,Monthly,Yes,No,0,7,195.62,67.3,0,35.1,0,0.92,0
Pro,Monthly,No,No,1,17,132.36,197.6,0,9.4,0,0.36,0
Pro,Monthly,No,No,1,26,138.19,168.2,0,21.4,1,1.03,0
Basic,Monthly,No,Yes,3,20,175.32,118.7,2,6.8,0,0.81,0
Basic,Annual,Yes,No,1,31,159.09,109.2,0,6.3,0,0.8,0
Basic,Monthly,No,No,3,12,202.26,205.0,2,25.0,1,1.32,1
Standard,Monthly,Yes,Yes,1,21,111.37,197.0,2,9.2,0,4.66,1
Pro,Monthly,Yes,No,1,7,84.12,83.6,0,7.9,0,0.22,0
Standard,Monthly,Yes,No,2,17,131.44,141.3,0,24.4,0,0.58,0
Standard,Monthly,No,No,2,11,86.06,139.2,0,12.2,2,1.57,1
Standard,Annual,Yes,No,0,16,157.18,214.0,1,16.0,0,1.2,0
Basic,Annual,No,No,1,6,65.26,64.9,1,25.6,0,1.4,0
Basic,Monthly,Yes,No,0,16,123.96,133.9,1,38.5,0,0.34,0
Basic,Monthly,Yes,No,1,14,145.06,87.2,0,27.4,0,1.19,0
Basic,Annual,No,No,5,19,116.88,185.7,0,18.3,0,0.5,1
Basic,Annual,Yes,No,1,34,169.16,132.9,0,16.5,0,1.38,0
Basic,Annual,Yes,No,2,32,184.94,132.1,1,7.9,1,0.55,0
Basic,Annual,Yes,No,1,15,124.1,116.1,1,54.0,0,1.35,0
Basic,Monthly,Yes,Yes,0,29,87.81,134.1,1,8.9,0,0.25,1
Standard,Monthly,No,No,2,7,181.62,121.3,0,5.9,1,0.7,0
Basic,Annual,No,No,0,6,179.72,127.9,0,9.0,0,1.45,0
Basic,Monthly,No,Yes,0,26,185.0,120.8,0,10.9,1,1.16,1
Basic,Monthly,Yes,No,0,2,178.51,143.9,1,27.2,0,1.63,0
Basic,Annual,No,No,0,29,125.17,188.6,0,3.6,0,1.64,1
Basic,Monthly,Yes,No,1,11,108.09,175.6,0,19.6,1,6.52,1
Basic,Annual,No,Yes,1,13,141.84,123.8,1,13.5,0,0.42,1
Pro,Monthly,No,Yes,1,21,52.91,119.5,1,20.4,0,0.24,1
Standard,Monthly,Yes,No,6,10,122.41,80.7,1,22.2,0,1.09,0
Basic,Monthly,Yes,Yes,0,17,178.11,189.0,3,15.8,0,3.45,1
Basic,Monthly,No,Yes,1,15,86.74,142.1,0,16.7,0,0.98,1
Basic,Annual,Yes,No,3,15,199.07,109.3,0,17.6,0,0.7,0
Basic,Monthly,Yes,No,0,24,125.7,150.9,0,14.0,0,1.34,0
Standard,Monthly,Yes,Yes,0,5,75.12,107.2,1,8.8,1,3.37,1
Pro,Monthly,Yes,No,1,31,130.92,183.7,0,20.5,0,0.49,0
Standard,Annual,No,No,0,17,181.45,102.0,0,43.8,0,0.35,0
Standard,Monthly,Yes,No,0,28,120.87,122.6,3,9.6,0,0.54,0
Basic,Monthly,Yes,Yes,0,19,125.08,177.3,0,7.3,0,1.14,1
Basic,Annual,No,No,3,34,53.88,143.4,0,11.0,1,0.54,0
Basic,Annual,Yes,No,3,23,151.36,227.3,1,10.4,0,1.19,1
Standard,Annual,Yes,No,2,16,87.16,167.7,1,21.7,1,0.31,1
Basic,Monthly,No,No,0,36,160.16,85.7,2,21.0,0,1.54,0
Standard,Monthly,No,No,2,27,116.3,117.2,0,42.1,0,1.21,0
Standard,Monthly,Yes,No,0,27,130.83,158.6,0,23.1,1,0.64,0
Standard,Monthly,Yes,Yes,1,25,153.5,142.3,1,45.0,1,1.11,0
Standard,Annual,No,No,1,25,195.16,169.2,2,14.7,0,2.56,0
Basic,Monthly,Yes,No,0,17,160.82,108.8,1,25.4,0,0.77,0
Basic,Monthly,Yes,No,1,12,183.02,120.2,1,10.3,0,0.27,0
Basic,Annual,No,No,0,21,64.11,138.6,1,12.5,0,1.33,1
Basic,Annual,Yes,No,0,16,142.17,80.4,0,18.8,0,2.57,0
Standard,Monthly,Yes,No,1,50,123.66,119.8,2,14.8,0,2.01,0
Standard,Monthly,Yes,No,0,30,171.3,105.6,0,24.5,0,0.18,0
Basic,Monthly,Yes,Yes,1,36,121.14,117.2,1,13.7,0,0.28,0
Standard,Monthly,Yes,No,3,9,141.09,105.8,0,30.7,1,4.59,0
Pro,Monthly,No,Yes,0,7,128.38,161.6,1,14.9,0,0.94,1
Standard,Monthly,No,No,1,12,66.02,158.6,2,26.3,1,2.97,1
Basic,Monthly,Yes,No,1,15,74.13,153.9,2,7.4,1,4.73,1
Standard,Monthly,Yes,No,4,17,104.66,109.5,0,7.4,0,2.97,1
Standard,Monthly,Yes,No,1,27,60.85,200.9,0,6.8,0,0.66,1
Standard,Monthly,Yes,No,0,10,195.5,94.3,2,6.1,0,2.03,0
Basic,Monthly,Yes,No,0,36,174.14,101.6,2,13.7,0,2.07,0
Pro,Monthly,No,No,3,29,108.9,187.5,2,21.8,0,1.17,0
Basic,Monthly,Yes,Yes,1,40,175.31,166.6,2,6.5,2,0.27,0
Basic,Annual,Yes,No,1,40,49.34,185.5,1,4.1,0,1.07,0
Standard,Annual,No,No,1,18,43.33,146.2,1,13.4,0,0.66,1
Basic,Monthly,Yes,No,1,11,165.35,152.8,0,44.1,0,1.24,0
Pro,Monthly,Yes,Yes,3,61,37.57,144.2,1,15.2,0,1.69,0
Pro,Monthly,No,No,4,26,89.68,128.4,1,12.8,0,3.5,1
Pro,Monthly,No,Yes,0,19,175.22,124.2,0,6.7,0,0.49,0
Basic,Monthly,No,No,0,12,179.51,110.2,0,9.6,0,0.65,0
Basic,Monthly,No,No,1,29,132.51,139.7,1,16.8,0,2.75,1
Basic,Annual,Yes,No,1,58,172.43,162.7,1,18.4,1,1.8,0
Standard,Monthly,Yes,No,2,14,110.98,151.2,0,9.4,0,0.24,0
Standard,Annual,Yes,No,2,11,127.71,115.0,2,8.1,0,3.13,0
Standard,Monthly,No,Yes,0,5,143.06,171.1,3,6.4,0,1.34,1
Standard,Monthly,Yes,No,0,18,141.32,151.3,0,21.2,0,0.48,0
Standard,Annual,No,Yes,1,38,187.6,121.5,1,8.7,0,0.6,0
Basic,Monthly,Yes,No,1,22,190.21,54.6,0,14.1,0,1.82,0
Basic,Monthly,No,No,2,9,1.11,133.9,2,30.3,0,1.53,1
Basic,Monthly,Yes,No,1,6,137.78,121.8,0,6.3,2,0.31,0
Standard,Annual,No,No,1,27,116.31,150.8,0,22.9,0,0.98,0
Standard,Monthly,No,No,0,6,178.6,169.4,0,4.1,1,2.05,1
Pro,Monthly,Yes,No,0,14,99.45,82.4,0,1.7,0,1.74,1
Standard,Monthly,Yes,No,1,29,61.7,96.4,0,7.3,0,1.59,0
Standard,Monthly,Yes,No,2,18,64.07,105.3,1,7.0,1,1.67,1
Standard,Monthly,Yes,No,3,14,178.12,95.4,1,11.9,0,0.96,0
Basic,Monthly,Yes,No,0,61,110.78,124.3,1,10.5,1,3.0,0
Basic,Monthly,Yes,Yes,1,44,133.23,135.6,0,31.0,0,1.91,0
Standard,Annual,Yes,No,1,21,137.0,108.2,0,2.9,1,1.28,0
Basic,Monthly,Yes,No,2,24,81.66,153.9,0,11.4,0,1.03,1
Basic,Annual,No,No,0,25,208.75,190.4,0,4.4,0,1.82,0
Basic,Monthly,No,Yes,0,33,154.48,125.1,0,23.3,0,1.11,0
Pro,Monthly,No,No,1,36,224.84,136.1,3,1.1,0,2.7,0
Standard,Monthly,Yes,No,1,8,99.22,78.1,1,40.0,0,2.24,0
Basic,Monthly,Yes,No,0,30,194.08,145.9,0,15.3,0,1.54,0
Basic,Monthly,Yes,Yes,1,19,148.01,133.8,1,14.7,0,2.35,0
Standard,Monthly,Yes,No,0,19,71.96,167.9,2,7.6,1,0.77,1
Pro,Monthly,No,No,0,15,121.59,132.6,0,11.1,1,0.57,0
Standard,Monthly,Yes,No,3,25,163.33,98.2,0,4.1,0,1.18,0
Standard,Monthly,Yes,No,1,22,149.18,104.1,0,10.2,0,0.18,0
Basic,Annual,Yes,No,1,15,55.68,87.2,0,18.3,0,0.71,0
Standard,Monthly,Yes,No,2,17,115.85,130.8,2,39.5,1,0.72,1
Standard,Monthly,Yes,No,2,11,200.53,185.0,0,8.8,1,0.39,0
Standard,Monthly,Yes,Yes,2,18,168.12,109.6,1,11.5,0,0.55,0
Pro,Monthly,No,No,1,43,162.3,67.5,0,13.4,0,1.52,0
Pro,Monthly,Yes,No,1,26,117.84,158.3,1,15.8,0,0.4,0
Standard,Monthly,No,No,1,27,153.87,185.4,3,30.9,0,1.16,1
Basic,Monthly,Yes,No,4,17,87.87,130.2,0,4.6,1,3.41,1
Standard,Monthly,Yes,Yes,2,9,95.17,175.9,0,24.3,0,1.13,1
Standard,Monthly,Yes,No,1,8,87.22,148.3,0,11.9,0,1.39,1
Basic,Monthly,No,No,2,18,114.59,115.1,0,42.6,1,1.36,0
Standard,Monthly,No,No,3,19,94.84,209.4,0,11.6,0,0.65,0
Basic,Monthly,Yes,No,1,35,171.12,142.0,1,33.2,0,0.4,0
Basic,Monthly,Yes,No,0,15,153.82,156.2,1,9.5,0,0.69,0
Basic,Monthly,Yes,Yes,0,35,124.56,126.2,0,13.0,0,1.61,0
Basic,Monthly,Yes,Yes,1,24,110.22,96.3,1,9.1,1,2.03,1
Basic,Monthly,Yes,No,1,6,179.11,111.8,2,9.1,0,1.4,1
Pro,Annual,Yes,No,2,31,121.94,88.2,1,13.9,1,0.21,0
Basic,Monthly,Yes,Yes,1,17,167.56,141.3,1,13.3,0,0.66,0
Basic,Monthly,Yes,No,0,20,194.36,231.0,1,6.4,0,1.19,0
Basic,Monthly,No,Yes,1,27,166.03,147.4,2,26.1,0,0.33,0
Basic,Monthly,Yes,No,1,62,67.58,97.0,2,23.2,1,0.9,0
Basic,Monthly,Yes,No,0,4,129.96,180.6,1,6.9,0,1.58,1
Pro,Monthly,Yes,No,0,41,146.26,131.6,2,31.2,0,0.75,0
Pro,Monthly,No,No,2,39,85.64,74.0,1,10.8,1,0.15,0
Basic,Annual,No,No,1,8,127.04,172.5,2,6.7,0,0.65,1
Standard,Monthly,Yes,No,1,22,143.8,169.3,1,11.2,0,2.49,0
Basic,Monthly,Yes,No,1,12,155.19,80.4,0,27.1,0,0.59,0
Standard,Monthly,No,No,2,15,127.82,138.2,0,19.3,0,0.31,1
Pro,Monthly,Yes,No,0,5,61.81,144.6,0,11.6,0,0.76,1
Basic,Monthly,No,Yes,3,21,150.16,124.7,0,6.8,0,2.29,0
Basic,Monthly,No,No,0,28,152.26,138.5,1,11.6,0,4.45,1
Pro,Monthly,Yes,No,2,19,198.59,175.9,0,10.8,1,1.13,0
Basic,Monthly,No,No,1,8,132.88,168.2,0,26.7,0,2.96,1
Standard,Annual,No,No,2,34,75.28,157.2,1,22.0,0,0.37,0
Basic,Monthly,Yes,Yes,1,20,122.29,136.8,0,31.1,0,0.69,0
Basic,Monthly,No,No,0,13,61.47,157.1,2,30.9,2,1.0,1
Standard,Annual,Yes,No,0,11,138.47,156.6,0,7.5,0,0.68,0
Basic,Annual,No,No,2,14,122.99,97.8,0,14.4,0,2.13,0
Standard,Monthly,Yes,No,4,39,131.62,187.3,0,15.1,0,2.55,0
Pro,Monthly,Yes,No,1,27,151.92,142.4,2,22.0,0,0.62,0
Standard,Annual,No,Yes,1,4,182.34,79.4,1,32.2,0,0.51,0
Basic,Annual,Yes,No,2,1,222.51,168.7,1,11.6,1,0.13,0
Pro,Monthly,Yes,No,0,53,114.41,96.8,1,15.9,0,2.7,0
Basic,Monthly,No,No,0,26,174.26,188.3,2,25.2,0,0.67,1
Basic,Annual,Yes,No,2,32,221.43,98.0,0,17.1,0,0.82,0
Pro,Monthly,Yes,Yes,1,17,141.89,142.6,1,19.1,0,5.24,1
Standard,Annual,Yes,No,0,13,161.5,121.9,1,27.5,0,0.77,0
Standard,Monthly,Yes,No,0,19,183.33,164.4,0,13.2,0,1.75,0
Pro,Monthly,Yes,No,0,24,186.5,140.9,0,50.9,1,0.03,0
Basic,Monthly,No,Yes,0,19,202.1,117.3,0,4.1,1,1.41,0
Standard,Monthly,No,No,2,10,151.93,132.3,1,19.3,0,0.54,0
Standard,Monthly,Yes,No,1,10,97.64,110.6,0,14.6,0,0.73,0
Standard,Monthly,Yes,No,2,25,1.0,107.5,0,7.1,0,2.35,1
Pro,Monthly,No,No,2,15,29.55,91.2,2,6.8,0,0.76,0
Basic,Monthly,No,No,1,12,166.39,80.1,1,14.4,1,1.3,0
Basic,Annual,Yes,Yes,1,16,96.87,116.3,1,12.9,0,2.93,1
Basic,Monthly,No,No,0,7,133.74,127.7,1,16.0,0,0.97,1
Basic,Monthly,No,No,0,36,100.99,116.9,0,3.3,1,1.08,1
Standard,Annual,Yes,Yes,3,10,66.08,102.9,0,5.1,1,0.33,0
Standard,Monthly,Yes,No,2,30,243.96,172.8,3,23.5,0,1.44,0
Basic,Annual,No,No,2,12,183.39,156.9,0,26.6,0,0.77,0
Basic,Monthly,No,No,1,21,121.2,133.8,0,18.7,0,1.05,0
Basic,Monthly,Yes,No,1,9,126.51,112.4,0,35.1,0,1.44,0
Standard,Monthly,Yes,Yes,3,12,135.99,99.6,0,9.9,0,3.58,0
Basic,Monthly,Yes,No,3,10,144.11,84.3,0,25.7,1,1.21,0
Pro,Monthly,No,Yes,1,17,106.53,156.7,0,36.0,0,0.69,0
Basic,Monthly,Yes,No,0,15,164.51,123.3,1,35.5,0,0.5,0
Pro,Monthly,No,No,1,25,241.93,117.5,1,13.0,0,2.36,0
Basic,Monthly,Yes,Yes,1,39,213.8,123.4,0,10.7,0,0.8,0
Pro,Monthly,No,No,0,33,164.3,138.8,1,3.9,0,1.5,0
Basic,Monthly,No,No,3,16,177.19,138.5,2,15.5,0,1.03,0
Basic,Annual,No,No,0,22,97.21,104.8,1,14.1,1,2.78,1
Basic,Monthly,Yes,No,1,10,199.51,95.5,0,16.7,0,0.32,0
Basic,Monthly,Yes,No,1,18,94.25,127.6,0,19.0,0,0.76,0
Basic,Monthly,Yes,No,1,27,111.18,109.5,0,10.4,0,0.45,0
Standard,Monthly,No,No,1,16,45.37,122.7,0,15.8,0,0.71,1
Standard,Annual,No,No,0,13,107.17,85.9,0,4.3,0,1.62,0
Standard,Annual,Yes,No,1,5,143.08,101.6,0,11.7,0,3.07,0
Basic,Monthly,No,No,0,30,209.89,97.9,1,17.3,1,1.85,0
Basic,Monthly,Yes,No,1,46,80.28,124.9,1,29.6,0,1.41,0
Pro,Monthly,Yes,No,1,15,169.67,81.4,2,20.8,0,0.1,0
Standard,Monthly,Yes,No,0,17,113.49,137.4,1,3.9,0,0.39,0
Basic,Monthly,Yes,No,2,28,114.88,50.0,0,6.5,0,0.77,0
Basic,Monthly,No,Yes,1,30,150.02,241.0,0,15.2,0,2.52,1
Pro,Annual,Yes,Yes,0,8,34.25,135.7,2,17.4,0,0.94,0
Standard,Monthly,Yes,No,0,5,139.55,192.9,0,6.7,0,3.13,1
Standard,Monthly,Yes,No,1,32,149.57,104.7,0,9.5,0,1.67,0
Basic,Monthly,No,No,0,11,113.31,137.8,0,3.2,1,0.85,1
Standard,Monthly,Yes,No,0,14,148.58,135.1,0,24.4,0,2.26,0
Standard,Monthly,Yes,No,1,14,134.03,171.5,0,11.3,0,4.16,1
